borough,zipcode,address,landuse,ownertype,lotarea,bldgarea,latitude,longitude
BX,10458,2657 DECATUR AVENUE,3,X,7600,22752,40.8643121,-73.8898399
BX,10458,2681 MARION AVENUE,3,X,28786,85369,40.8655011,-73.8903477
QN,11360,212-00 23 AVENUE,8,X,118800,46917,40.7806138,-73.7786061
BX,10458,272 EAST 199 STREET,2,X,3390,14600,40.8697905,-73.8869925
QN,11692,301 BEACH 54 STREET,3,O,354220,358140,40.5936961,-73.7852750
BX,10475,2186 REEDS MILL LANE,2,X,2118,3302,40.8820954,-73.8311462
BX,10458,294 EAST KINGSBRIDGE RD,8,P,17187,76948,40.8630100,-73.8945311
BX,10458,315 EAST KINGSBRIDGE RD,5,P,13450,48785,40.8625864,-73.8935484
QN,11692,56-10 BEACH CHANNEL DRIVE,3,O,916193,820910,40.5962620,-73.7864838
QN,11691,51-32 BEACH CHANNEL DRIVE,3,O,590344,587170,40.5964784,-73.7833216
QN,11417,107-53 78 STREET,1,X,4000,2256,40.6753021,-73.8582395
QN,11691,347 BEACH 19 STREET,5,X,5000,5040,40.5991726,-73.7528086
QN,11691,231 FERNSIDE PLACE,1,O,3712,1284,40.5961804,-73.7577997
QN,11691,310 BEACH 20 STREET,8,X,42650,8887,40.5978409,-73.7538434
MN,10027,1165 AMSTERDAM AVENUE,8,X,62064,422915,40.8075202,-73.9596328
MN,10027,1145 AMSTERDAM AVENUE,8,X,117824,710600,40.8068725,-73.9598860
MN,10025,403 WEST 114 STREET,8,X,3229,7680,40.8052122,-73.9607178
MN,10025,1101 AMSTERDAM AVENUE,8,X,20183,148067,40.8056956,-73.9614797
BK,11226,261 EAST 21 STREET,8,X,32400,23000,40.6480799,-73.9591022
QN,11693,16-26 CROSS BAY BOULEVARD,8,M,81950,1600,40.6009798,-73.8198079
QN,11693,125 CROSS BAY BOULEVARD,9,X,45107,5067,40.6138782,-73.8219629
QN,11004,263-15 UNION TURNPIKE,8,X,8000,1800,40.7488483,-73.7092290
MN,10028,339 EAST 84 STREET,8,X,4086,4116,40.7761144,-73.9510478
MN,10128,343 EAST 87 STREET,8,X,10625,12400,40.7780323,-73.9494469
MN,10128,230 EAST 88 STREET,3,X,20133,130500,40.7793864,-73.9518795
MN,10128,124 EAST 88 STREET,8,X,6769,6368,40.7807052,-73.9549947
BK,11201,268 FURMAN STREET,9,M,739420,20496,40.6946440,-74.0009701
MN,10002,156 RIVINGTON STREET,8,X,2300,7043,40.7193817,-73.9853463
MN,10002,180 SUFFOLK STREET,8,P,11313,56500,40.7211821,-73.9845883
MN,10022,3 SUTTON PLACE,8,X,2810,11240,40.7574619,-73.9602515
MN,10022, RIVERVIEW TERRACE,9,C,500,0,40.7578843,-73.9592911
MN,10128,404 EAST 87 STREET,8,X,2215,6488,40.7771810,-73.9485990
MN,10009,320 EAST 3 STREET,8,X,1425,2823,40.7206981,-73.9787983
MN,10009,166 EAST 2 STREET,2,X,6678,25625,40.7228510,-73.9848116
MN,10009,181 EAST 2 STREET,2,X,5934,26208,40.7222169,-73.9845123
MN,10009,137 EAST 2 STREET,8,X,8790,37280,40.7230021,-73.9863701
BX,10458,2348 WEBSTER AVENUE,4,X,17366,70808,40.8572928,-73.8945293
BX,10460,815 FAIRMOUNT PLACE,3,X,10000,43980,40.8424433,-73.8880220
MN,10027,464 WEST 126 STREET,2,X,5126,20500,40.8135159,-73.9555289
MN,10026,309 WEST 114 STREET,2,X,2725,10655,40.8036189,-73.9569333
MN,10026,305 WEST 114 STREET,2,X,2725,10655,40.8035475,-73.9567636
MN,10026,303 WEST 114 STREET,2,X,2018,8125,40.8035145,-73.9566842
MN,10026,356 WEST 116 STREET,2,X,1892,7078,40.8049256,-73.9573118
MN,10026,307 WEST 116 STREET,2,X,2000,6500,40.8049140,-73.9558019
MN,10026,344 MANHATTAN AVENUE,2,X,2375,8825,40.8038935,-73.9572980
MN,10026,311 WEST 114 STREET,2,X,2725,10655,40.8036574,-73.9570200
MN,10026,2177 FREDRICK DOUGLASS BL,3,X,22553,54779,40.8056685,-73.9549959
MN,10026,WEST 117 STREET,11,X,2523,0,40.8062676,-73.9570653
QN,11364,211-05 UNION TURNPIKE,4,X,5800,2575,40.7337669,-73.7596919
SI,10312,3939 RICHMOND AVENUE,8,X,108000,65476,40.5423850,-74.1627064
SI,10312,112 THORNYCROFT AVENUE,1,X,3710,2390,40.5359680,-74.1523836
SI,10312,116 THORNYCROFT AVENUE,1,X,3290,2390,40.5360474,-74.1525241
BX,10465,3304 WATERBURY AVENUE,8,X,475591,158840,40.8374529,-73.8168400
QN,11691,19-33 CORNAGA AVENUE,8,X,3369,2000,40.6021288,-73.7528193
QN,11691,6-94 BEACH 20 STREET,4,X,2250,4275,40.6014573,-73.7532503
SI,10312,4055 RICHMOND AVENUE,8,X,32650,9100,40.5398466,-74.1603365
QN,11691,18-36 CORNAGA AVENUE,8,X,20510,10850,40.6025972,-73.7510854
SI,10312,280 SYCAMORE STREET,1,X,7600,2052,40.5401021,-74.1601428
QN,11374,98-39 67 AVENUE,8,X,4992,7030,40.7253712,-73.8551854
SI,10312,374 RETFORD AVENUE,1,X,5850,2250,40.5339309,-74.1568399
SI,10301, METROPOLITAN AVENUE,11,C,1500,0,40.6243762,-74.1021919
QN,11365,158-11 JEWEL AVENUE,5,P,97375,186800,40.7329251,-73.8100949
SI,10314,115 WINDSOR ROAD,8,X,18450,1120,40.6125125,-74.1173010
QN,11365,158-29 JEWEL AVENUE,10,X,60877,70815,40.7330335,-73.8092755
SI,10314,1646 VICTORY BOULEVARD,1,X,25690,3827,40.6128982,-74.1185623
SI,10301,1318 VICTORY BOULEVARD,8,X,5500,6050,40.6147538,-74.1072774
QN,11364,216-01 UNION TURNPIKE,8,P,72253,41000,40.7349666,-73.7546214
SI,10312,1990 ARTHUR KILL ROAD,1,X,720,1080,40.5556166,-74.2015107
BX,10470,343 EAST 233 STREET,6,X,11500,7498,40.8960611,-73.8650825
BX,10456,551 EAST 169 STREET,8,X,4425,8284,40.8326454,-73.9040867
BX,10456,1320 WEBSTER AVENUE,3,O,280552,758564,40.8348631,-73.9073250
MN,10031,622 WEST 135 STREET,2,X,11580,48620,40.8205868,-73.9569621
SI,10304,132 ALTER AVENUE,8,X,9157,3800,40.5913968,-74.0965750
SI,10312,381 CARLTON BOULEVARD,8,X,12100,4000,40.5528737,-74.1874142
SI,10305,720 NAUGHTON AVENUE,11,C,4280,0,40.5772150,-74.0816080
SI,10305,711 OCEANSIDE AVENUE,11,C,2852,0,40.5780117,-74.0806442
SI,10305,294 SLATER BOULEVARD,11,C,2250,0,40.5788335,-74.0867038
SI,10306,141 FREEBORN STREET,11,X,1900,0,40.5759394,-74.0915669
SI,10305,720 LIBERTY AVENUE,11,C,2240,0,40.5791238,-74.0799471
SI,10305,719 BUEL AVENUE,11,C,2240,0,40.5788958,-74.0802349
SI,10305,649 OCEANSIDE AVENUE,11,X,1720,0,40.5790696,-74.0790507
SI,10312,125 SINCLAIR AVENUE,11,X,4000,0,40.5479595,-74.1851627
QN,11434, MEADOW ROAD,11,X,24710,0,40.6665826,-73.7702360
QN,11414, SUNRISE HIGHWAY,11,X,2368,0,40.6659347,-73.8340256
QN,11432, PARSONS BOULEVARD,11,X,7800,0,40.7039769,-73.8008505
QN,11433,110 ROAD,11,X,3371,0,40.6924822,-73.7872756
SI,10312,1233 ARDEN AVENUE,11,X,4027,0,40.5403222,-74.1686666
QN,11377,64 STREET,11,C,71,0,40.7476940,-73.8985825
BX,10457, WASHINGTON AVENUE,10,X,2847,0,40.8493349,-73.8964504
SI,10306,324 FREEBORN STREET,8,X,16000,7196,40.5716521,-74.0949086
SI,10306,527 GREELEY AVENUE,11,C,2900,0,40.5716781,-74.0966364
SI,10301, BANK STREET,11,X,1320,0,40.6467347,-74.0896749
SI,10306,121 MORELAND STREET,11,X,2270,0,40.5764660,-74.0955022
SI,10306,145 MORELAND STREET,1,X,2675,1320,40.5761061,-74.0958797
QN,11413,150 ROAD,11,C,3800,0,40.6561518,-73.7631971
QN,11365,169 STREET,11,X,3694,0,40.7388526,-73.7996925
QN,11365,58-30 193 STREET,8,X,18725,3060,40.7427682,-73.7838852
QN,11377,60 STREET,10,X,2500,0,40.7481287,-73.9029669
BX,10457, BELMONT AVENUE,11,C,43,0,40.8501460,-73.8890898
SI,10306,140 MIDLAND AVENUE,8,X,11500,5000,40.5797421,-74.1062096
BK,11229, KEEN COURT,11,X,185,0,40.5871183,-73.9265383
SI,10310, BARD AVENUE,11,C,2266,0,40.6455900,-74.1088261
BK,11235, HYMEN COURT,11,X,1900,0,40.5858832,-73.9225290
BK,11235, EBONY COURT,9,C,50000,0,40.5940485,-73.9303367
BK,11229, NOVA COURT,11,X,301,0,40.5864261,-73.9257614
BK,11235, JUST COURT,11,X,4600,0,40.5859112,-73.9232562
BK,11235,PLUMB 1 STREET,7,C,17550,0,40.5909804,-73.9313156
QN,11358,45-02 195 STREET,8,X,58442,25900,40.7553749,-73.7868184
QN,11433, UNION HALL STREET,11,X,3386,0,40.6990021,-73.7938869
QN,11694, BEACH CHANNEL DRIVE,11,X,43475,0,40.5756969,-73.8632386
QN,11430, ROCKAWAY BOULEVARD,7,C,7949700,0,40.6335786,-73.7592168
QN,11694,BEACH 149 STREET,9,X,815000,0,40.5710814,-73.8666244
QN,11694,65 ROCKAWAY BEACH BLVD,9,X,271900,800,40.5673667,-73.8658184
QN,11694,259 BEACH 169 STREET,8,O,5100,7040,40.5658111,-73.8814061
BX,10464, HUGUENOT AVENUE,11,X,7830,0,40.8859831,-73.8174983
QN,11370, FLUSHING AVENUE,7,C,7200,0,40.7734424,-73.8895930
QN,11370, FLUSHING AVENUE,7,C,105000,0,40.7741263,-73.8900757
QN,11105,19 AVENUE,10,C,89000,0,40.7745762,-73.8926890
QN,11358,196-53 45 AVENUE,1,X,4000,1118,40.7566809,-73.7835946
QN,11358,196-34 NORTHERN BOULEVARD,8,C,8480,7423,40.7575495,-73.7842920
BK,11201, EAST RIVER,11,C,735,0,40.6941527,-74.0004832
QN,11414,157 DRIVE,9,C,19600,0,40.6582870,-73.8602796
QN,11697,16932 ROCKAWAY POINT BLVD,8,X,257550,257550,40.5676321,-73.8853621
QN,11693, CROSS BAY BOULEVARD,9,X,782100,2580,40.6350040,-73.8304492
QN,11693,159 STREET,9,X,621000,0,40.6283206,-73.8268960
QN,11693,159 STREET,11,X,99000,0,40.6195931,-73.8256939
SI,10306, GREAT KILLS LANE,9,C,180,0,40.5509025,-74.1118744
SI,10306, CEDAR GROVE AVENUE,11,C,38200,0,40.5500987,-74.1142192
SI,10306, TARLTON STREET,11,C,2000,0,40.5505770,-74.1135687
QN,11385, MYRTLE AVENUE,7,C,58705,0,40.7002068,-73.8506310
QN,11368, HORACE HARDING EXPWY,11,X,3728,0,40.7536213,-73.8414229
BK,11234, FLATBUSH AVENUE,8,X,2413870,24000000,40.5847041,-73.8792556
QN,11434,129 AVENUE,11,X,2550,0,40.6801433,-73.7655456
MN,10027, ST NICHOLAS AVENUE,11,X,3808,0,40.8150620,-73.9509469
QN,11372,80 STREET,11,C,217,0,40.7484237,-73.8864405
QN,11356,135 STREET,11,C,182600,0,40.7776477,-73.8328770
QN,11101, PEARSON STREET,10,X,5200,0,40.7434342,-73.9424865
QN,11385, FREMONT STREET,7,X,16171,4452,40.7080379,-73.8927095
SI,10308, SCHLEY AVENUE,11,C,5000,0,40.5554476,-74.1505964
MN,10017,1 AVENUE,7,X,26712,74250,40.7480172,-73.9691787
QN,11691,BEACH 45 STREET,11,C,30492,0,40.5997870,-73.7767101
QN,11418, JAMAICA AVENUE,11,C,30,0,40.6948270,-73.8423200
SI,10305, GRAHAM BOULEVARD,11,C,4000,0,40.5763512,-74.0880037
SI,10306, OLYMPIA BOULEVARD,11,X,1900,0,40.5756519,-74.0907314
SI,10306, OLYMPIA BOULEVARD,11,C,3580,0,40.5757706,-74.0899000
SI,10301, CENTRAL AVENUE,9,C,3600,0,40.6391847,-74.0771041
SI,10306, TYSENS LANE,11,X,540,0,40.5679420,-74.1228521
SI,10314, HOME PLACE,11,X,4000,0,40.6180288,-74.1466132
BK,11208,779 JAMAICA AVENUE,9,X,65160,0,40.6905138,-73.8800412
SI,10305, SEAVER AVENUE,11,C,4500,0,40.5784437,-74.0866601
SI,10306, EMMET AVENUE,11,C,5175,0,40.5533565,-74.1199501
SI,10306, JEFFERSON AVENUE,11,C,4670,0,40.5751706,-74.0883801
BK,11239, AVENUE L,11,X,3600,0,40.6457534,-73.8841684
SI,10306, SOUTH RAILROAD AVE,11,X,165,0,40.5648918,-74.1261253
QN,11691, EDGEWATER ROAD,9,X,26250,0,40.6136547,-73.7702525
SI,10309, AMBOY ROAD,9,X,1800,0,40.5190926,-74.2286348
SI,10314, HOLDEN BOULEVARD,11,C,451,0,40.6041975,-74.1260339
QN,11691, EDGEWATER ROAD,9,C,11340,0,40.6137495,-73.7696003
SI,10306, FOX LANE,11,C,1440,0,40.5521551,-74.1137189
QN,11414,158 AVENUE,11,C,5000,0,40.6610090,-73.8386623
SI,10306,120 MIDLAND AVENUE,8,X,34920,7528,40.5801367,-74.1069590
QN,11414, SHORE PARKWAY,9,O,39750,0,40.6601736,-73.8543935
SI,10306, BROOK AVENUE,11,C,5017,0,40.5539673,-74.1211747
SI,10306,585 RIGA STREET,11,X,2300,0,40.5555813,-74.1184498
SI,10306,153 FOX BEACH AVENUE,11,C,6000,0,40.5538657,-74.1158486
SI,10306, FOX LANE,11,C,3000,0,40.5523360,-74.1139136
SI,10306,25 CARMELLA COURT,11,X,2660,0,40.5552968,-74.1175604
SI,10306,105 TARLTON STREET,11,C,1440,0,40.5515015,-74.1140453
SI,10306,107 TARLTON STREET,11,C,2280,0,40.5514549,-74.1139948
SI,10306, FOX BEACH AVENUE,11,C,1500,0,40.5511650,-74.1129148
SI,10306,74 FOX BEACH AVENUE,11,C,3100,0,40.5514194,-74.1138113
SI,10306,566 RIGA STREET,11,X,1120,0,40.5557112,-74.1176080
SI,10306,43 DELWIT AVENUE,11,X,2400,0,40.5534541,-74.1184388
SI,10306,475 PROMENADE AVENUE,11,C,2700,0,40.5567631,-74.1142810
SI,10306,467 PROMENADE AVENUE,11,C,1260,0,40.5569139,-74.1144144
SI,10306,461 PROMENADE AVENUE,11,C,2024,0,40.5570455,-74.1145370
MN,10029,1565 MADISON AVENUE,9,C,42245,0,40.7924394,-73.9494432
QN,11436,142 PLACE,11,C,3020,0,40.6752640,-73.7978647
QN,11433, GUY R BREWER BLVD,9,X,15625,0,40.7009429,-73.7940252
QN,11433, SOUTH ROAD,11,C,208,0,40.6955558,-73.8007711
QN,11433, UNION HALL STREET,10,X,4704,0,40.6974724,-73.7934120
QN,11377,38 AVENUE,11,C,215,0,40.7496170,-73.9071188
QN,11433, GUY R BREWER BLVD,10,X,4820,0,40.6914196,-73.7871095
QN,11433, CLAUDE AVENUE,11,X,10000,0,40.6917908,-73.7874545
QN,11433,110-51 GUY R BREWER BLVD,8,X,6000,5400,40.6923377,-73.7878097
QN,11433,111 AVENUE,11,X,1273,0,40.6915560,-73.7881295
QN,11433, CLAUDE AVENUE,10,X,4280,0,40.6915076,-73.7871993
QN,11433, MATHIAS AVENUE,10,X,4520,0,40.6911036,-73.7868977
QN,11433, CLAUDE AVENUE,11,X,2827,0,40.6921854,-73.7871034
QN,11433, GUY R BREWER BLVD,10,X,3704,0,40.6912356,-73.7870343
SI,10306,54 TARLTON STREET,11,C,2160,0,40.5526909,-74.1158358
SI,10306,46 TARLTON STREET,11,C,2000,0,40.5529021,-74.1160592
SI,10306,87 FOX BEACH AVENUE,11,C,1500,0,40.5520643,-74.1138951
SI,10306, TARLTON STREET,11,C,2000,0,40.5527979,-74.1159475
SI,10306,48 TARLTON STREET,11,C,2000,0,40.5528527,-74.1160052
SI,10306,53 TARLTON STREET,11,C,4000,0,40.5529136,-74.1155519
SI,10306,98 FOX BEACH AVENUE,11,C,3121,0,40.5521078,-74.1143666
SI,10306,138 FOX LANE,11,C,2220,0,40.5527446,-74.1143569
SI,10306,91 TARLTON STREET,11,C,6480,0,40.5519704,-74.1145463
SI,10306,82 TARLTON STREET,11,C,4000,0,40.5519698,-74.1150645
SI,10306,77 TARLTON STREET,11,C,2160,0,40.5522966,-74.1148959
SI,10306,119 FOX BEACH AVENUE,11,C,1500,0,40.5529198,-74.1148178
SI,10306,59 TARLTON STREET,11,C,2260,0,40.5527792,-74.1154077
SI,10306,153 AVISTON STREET,11,X,2500,0,40.5560081,-74.1171011
QN,11413, SPRINGFIELD BLVD,11,X,4794,0,40.6743369,-73.7557169
QN,11412,197 STREET,11,X,896,0,40.6979765,-73.7564526
QN,11429,217 LANE,11,X,19500,0,40.7120920,-73.7397361
QN,11429,112 AVENUE,11,C,800,0,40.7059761,-73.7431864
QN,11413,140 AVENUE,11,C,336,0,40.6721531,-73.7536521
QN,11385,60-69 69 STREET,8,X,5272,6000,40.7011604,-73.8823807
SI,10306,47 DELWIT AVENUE,11,X,2400,0,40.5534348,-74.1185576
SI,10306,655 MILL ROAD,11,X,1234,0,40.5542592,-74.1175874
SI,10306,538 MERKEL PLACE,11,X,3000,0,40.5541929,-74.1179651
SI,10306,532 MERKEL PLACE,11,X,3000,0,40.5541325,-74.1180298
SI,10306,41 DELWIT AVENUE,11,X,2400,0,40.5534651,-74.1183777
QN,11420, HAWTREE CREEK ROAD,11,C,433,0,40.6711893,-73.8201157
SI,10306,502 MILL ROAD,11,C,1890,0,40.5566798,-74.1151697
SI,10306,485 PROMENADE AVENUE,11,C,4800,0,40.5565190,-74.1140539
SI,10306,495 PROMENADE AVENUE,11,C,3200,0,40.5563216,-74.1138484
QN,11421,96 STREET,9,X,22175,0,40.6962192,-73.8489054
SI,10301, CLOVE ROAD,9,X,83210,0,40.6217080,-74.1140608
BX,10464,320 CITY ISLAND AVENUE,8,P,2470,1950,40.8476986,-73.7863382
MN,10034, DYCKMAN STREET,7,X,30525,0,40.8700502,-73.9309189
SI,10306,66 TARLTON STREET,11,C,4000,0,40.5523976,-74.1155222
SI,10306,137 FOX BEACH AVENUE,11,C,3000,0,40.5534025,-74.1152073
SI,10306,162 FOX BEACH AVENUE,11,C,3100,0,40.5537639,-74.1161327
SI,10306,117 FOX BEACH AVENUE,11,C,3000,0,40.5529199,-74.1146810
SI,10306,76 TARLTON STREET,11,C,4000,0,40.5520768,-74.1151798
SI,10306,151 AVISTON STREET,11,X,2500,0,40.5560492,-74.1171695
SI,10306,38 KISSAM AVENUE,11,C,2050,0,40.5563055,-74.1134597
SI,10306,560 RIGA STREET,11,X,1920,0,40.5558101,-74.1175038
SI,10306,570 RIGA STREET,11,X,2155,0,40.5556040,-74.1176905
BK,11208, ELTON STREET,9,C,14984,0,40.6659323,-73.8807414
MN,10012, BROOME STREET,11,C,55,0,40.7201510,-73.9953427
SI,10303, MORROW STREET,11,C,28770,0,40.6252139,-74.1746846
SI,10306, FOX LANE,11,C,1750,0,40.5546995,-74.1165050
SI,10306,175 FOX BEACH AVENUE,11,C,1500,0,40.5544058,-74.1164325
SI,10306,596 MILL ROAD,11,X,3456,0,40.5547185,-74.1167317
SI,10306,605 MILL ROAD,11,X,2200,0,40.5551434,-74.1172075
SI,10306,147 DUGDALE STREET,11,X,4000,0,40.5549946,-74.1178046
QN,11377,49 STREET,9,X,4625000,62488,40.7389167,-73.9124239
QN,11693,338 BEACH 97 STREET,6,X,16225,15150,40.5867807,-73.8196662
SI,10312,349 ARBUTUS AVENUE,11,X,13200,0,40.5259322,-74.1795078
QN,11385, WOODWARD AVENUE,11,C,712,0,40.7098436,-73.9153224
QN,11365, FRESH MEADOW LANE,11,C,500,0,40.7471966,-73.7949793
BK,11213,1475 ST JOHNS PLACE,9,O,9019,0,40.6707895,-73.9293084
SI,10314, PERU STREET,11,X,27458,0,40.5985937,-74.1198333
BX,10471, POST ROAD,11,X,950,0,40.8941014,-73.8970751
BX,10471, POST ROAD,11,X,2600,0,40.8982498,-73.8983311
QN,11434, LINDEN BOULEVARD,10,P,218,0,40.6891292,-73.7849641
SI,10309, CARLIN STREET,11,X,3880,0,40.5392702,-74.2325355
BK,11208, FLATLANDS AVENUE,9,C,83700,0,40.6550582,-73.8788255
QN,11101, QUEENS PLAZA,7,C,54692,2995,40.7530890,-73.9456399
SI,10304, VANDERBILT AVENUE,11,X,300,0,40.6234178,-74.0783323
SI,10304, GEO COURT,11,X,14560,0,40.6141937,-74.0765962
BX,10461, COMMERCE AVENUE,10,C,31129,160,40.8374166,-73.8403956
QN,11378,65-40 66 STREET,11,X,4017,0,40.7233862,-73.8983634
MN,10075,246 EAST 77 STREET,3,X,2500,13750,40.7721149,-73.9568237
QN,11433,175 STREET,11,X,7500,0,40.7053969,-73.7846411
QN,11433, LIBERTY AVENUE,11,X,1400,0,40.7061989,-73.7819695
MN,10010,40 WATERSIDE PLAZA,3,C,36897,385786,40.7389687,-73.9727445
BX,10471, POST ROAD,11,X,6275,0,40.8977864,-73.8988961
SI,10305, OCEANSIDE AVENUE,11,C,6703,0,40.5890279,-74.0702234
SI,10310, LYCEUM COURT,11,X,3140,0,40.6307902,-74.1249529
BK,11231,92 HAMILTON AVENUE,11,C,5880,0,40.6836071,-74.0063530
QN,11417, ROCKAWAY BOULEVARD,11,X,4532,0,40.6802088,-73.8387132
QN,11434, ROCKAWAY BOULEVARD,10,X,2574,0,40.6648661,-73.7824578
MN,10065, F D R DRIVE,11,X,56,0,40.7619805,-73.9548088
MN,10065, F D R DRIVE,11,X,56,0,40.7621972,-73.9545560
QN,11433, GUY R BREWER BLVD,10,X,2050,0,40.6911696,-73.7869660
SI,10314, MANOR ROAD,11,X,20507,0,40.5953174,-74.1215126
BX,10460, HOE AVENUE,11,O,2000,0,40.8342922,-73.8887838
SI,10309, BROMLEY AVENUE,11,X,4000,0,40.5341689,-74.2291504
QN,11691,BEACH 38 STREET,11,C,3000,0,40.5973788,-73.7706434
SI,10305, EVERGREEN AVENUE,11,C,2975,0,40.5902009,-74.0850984
MN,10021,855 PARK AVENUE,8,X,81503,775241,40.7736533,-73.9608556
SI,10310,159 ALASKA STREET,3,O,550992,550010,40.6355561,-74.1188584
BX,10457,454 EAST 178 STREET,11,X,4320,0,40.8482795,-73.8979593
BX,10456, FULTON AVENUE,11,C,1900,0,40.8287468,-73.9060725
BK,11219,53 STREET,10,X,4007,0,40.6321370,-73.9929169
SI,10302, JOHN STREET,11,X,1200,0,40.6355578,-74.1438666
MN,10065, F D R DRIVE,11,X,60,0,40.7630917,-73.9537070
BK,11228,81 STREET,9,C,53,0,40.6223338,-74.0201870
SI,10309, NIELSEN AVENUE,11,X,6000,0,40.5392475,-74.2329060
SI,10304, GREENPORT STREET,11,C,250,0,40.5970020,-74.0994062
QN,11436,142 PLACE,9,C,2000,0,40.6761464,-73.7985830
SI,10306, SOUTH RAILROAD AVE,11,X,2280,0,40.5694585,-74.1216491
BX,10451, MAJ WM DEEGAN BLVD,7,X,70000,0,40.8256597,-73.9301773
BX,10457,485 EAST 175 STREET,9,C,1800,0,40.8448303,-73.8989043
SI,10304, EDGEWATER STREET,11,C,1488,0,40.6164522,-74.0638119
QN,11422, LANDING ROAD,11,C,1800,0,40.6458904,-73.7433492
BK,11213, CARROLL STREET,11,X,540,0,40.6668134,-73.9359993
QN,11373,79-20 QUEENS BLVD,5,X,10303,43825,40.7376206,-73.8838499
QN,11692,BEACH 63 STREET,9,C,850000,0,40.6000718,-73.7909478
SI,10309, COLE STREET,11,M,217556,0,40.5207126,-74.2269678
SI,10310,306 BROADWAY,8,X,5302,5240,40.6338861,-74.1173998
SI,10309, SHARROTTS ROAD,11,X,140375,0,40.5382598,-74.2299344
QN,11377,68 STREET,9,C,30,0,40.7409077,-73.8971458
BK,11221,92 CEDAR STREET,10,C,1140,0,40.6976808,-73.9262578
QN,11692, ROCKAWAY BEACH BLVD,11,X,2493,0,40.5919583,-73.7880747
SI,10310,1100 CASTLETON AVENUE,4,X,4100,2878,40.6341504,-74.1192738
SI,10310,789 POST AVENUE,8,X,6420,12466,40.6313909,-74.1278146
SI,10310,1282 CASTLETON AVENUE,10,X,4169,0,40.6336910,-74.1253655
SI,10310,271 CLOVE ROAD,8,X,59571,57981,40.6332600,-74.1254115
BX,10462, WESTCHESTER AVENUE,11,X,25,0,40.8325617,-73.8407758
MN,10035,500 EAST 125 STREET,7,C,855,0,40.8032132,-73.9299625
MN,10004,1 LIBERTY ISLAND,8,X,541886,541886,40.6899196,-74.0453371
QN,11694, BEACH CHANNEL DRIVE,9,X,77228,0,40.5742571,-73.8642567
QN,11694, BEACH CHANNEL DRIVE,9,X,161728,0,40.5736904,-73.8655753
QN,11430,159 STREET,9,X,294500,0,40.6226639,-73.7862661
QN,11430, ROCKAWAY BOULEVARD,7,C,5427576,0,40.6405973,-73.7580240
QN,11694, ROCKAWAY POINT BLVD,11,X,52300,0,40.5681237,-73.8828957
BX,10464, HUTCHINSON RVR PKWY,11,X,568084,0,40.8845410,-73.8185149
QN,11105,19 AVENUE,10,C,158520,0,40.7753807,-73.8930126
QN,11370,19 AVENUE,9,C,39935,0,40.7742998,-73.8906675
QN,11370, HAZEN STREET,9,C,10675,0,40.7758530,-73.8903400
SI,10314, GULF AVENUE,11,X,11398,0,40.6261957,-74.1805088
SI,10312, ERIKA LOOP,11,X,3800,0,40.5564750,-74.1821953
SI,10314, BLOOMFIELD AVENUE,11,C,126324,0,40.6108444,-74.1871555
SI,10312, BARLOW AVENUE,11,X,15690,0,40.5563224,-74.1726080
SI,10306, EMMET AVENUE,11,C,18420,0,40.5532775,-74.1193418
BK,11220,749 59 STREET,8,X,2003,1600,40.6367727,-74.0096489
QN,11697, ROCKAWAY POINT BLVD,9,X,49060,0,40.5615903,-73.9026620
QN,11693,159 STREET,9,X,2650000,0,40.6313730,-73.8251804
QN,11693,159 STREET,9,X,76600,0,40.6205597,-73.8259723
BX,10475, CONNER STREET,11,P,5568,0,40.8809762,-73.8224519
QN,11697, ROCKAWAY POINT BLVD,11,C,3590,0,40.5613293,-73.9162736
QN,11697,BEACH 193 STREET,11,X,41900,0,40.5584958,-73.9013313
QN,11697, ROCKAWAY POINT BLVD,9,X,128000,0,40.5610636,-73.9030370
QN,11693,159 STREET,9,X,810000,600,40.6267578,-73.8280492
QN,11697,BEACH 169 STREET,9,X,50000,0,40.5633126,-73.8807303
BX,10475, BAYCHESTER AVENUE,9,X,58525,0,40.8697834,-73.8316403
QN,11697,195-15 ROCKAWAY BREEZY BLVD,9,X,105000,0,40.5611058,-73.9042102
QN,11697, ROCKAWAY POINT BLVD,11,C,5100,0,40.5608100,-73.9154825
SI,10314, OAKVILLE STREET,11,X,4800,0,40.5987184,-74.1337117
SI,10303,340 WALKER STREET,9,X,109080,3600,40.6309650,-74.1508893
QN,11370,30-40 80 STREET,1,X,5000,1192,40.7597971,-73.8883234
QN,11432,89-53 163 STREET,8,X,6580,22580,40.7054149,-73.7975460
QN,11369, MACKINTOSH STREET,9,X,3923,0,40.7640811,-73.8695265
QN,11432,89-24 168 PLACE,1,O,1575,1200,40.7082421,-73.7929783
SI,10309, DAMON STREET,9,C,4000,0,40.5147303,-74.2290047
SI,10312, ILYSSA WAY,9,X,100000,0,40.5644245,-74.1852907
SI,10312, HUGUENOT AVENUE,11,C,8500,0,40.5336877,-74.1922098
BK,11207, HINSDALE STREET,7,X,211,0,40.6698702,-73.9000274
QN,11419,113 STREET,11,C,1,0,40.6921399,-73.8326442
QN,11375, QUEENS BOULEVARD,11,C,647,0,40.7188532,-73.8373606
SI,10305, FREEBORN STREET,11,C,3800,0,40.5780655,-74.0895611
SI,10312, RADNOR STREET,9,C,3800,0,40.5613183,-74.1897916
