borough,zipcode,address,landuse,ownertype,lotarea,bldgarea,latitude,longitude
SI,10301, BAY STREET,9,C,13206,576,40.6374367,-74.0763923
BX,10451,728 RIVER AVENUE,10,C,40042,0,40.8245244,-73.9274072
MN,10039, HARLEM RIVER DRIVE,9,C,3315,0,40.8274384,-73.9350788
MN,10039,7 AVENUE,9,C,62640,0,40.8272082,-73.9357366
BK,11201,199 YORK STREET,9,C,2587,0,40.7015156,-73.9826381
MN,10040,4565 BROADWAY,9,C,2795875,4928,40.8621463,-73.9323262
MN,10034, RIVERSIDE DRIVE,11,C,750000,0,40.8659404,-73.9338879
BX,10453,1801 DAVIDSON AVENUE,9,C,11242,0,40.8495650,-73.9124951
BX,10452,8 FEATHERBED LANE,9,C,7477,0,40.8454275,-73.9144776
MN,10035, RANDALLS ISLAND,9,C,9020800,0,40.7955229,-73.9220647
MN,10035,1 WARDS ISLAND,9,C,12300030,948,40.7855890,-73.9294899
QN,11105,24-02 19 STREET,9,C,2189060,0,40.7788714,-73.9232143
QN,11356, POPPENHUSEN AVENUE,9,C,1267596,625,40.7927604,-73.8531609
QN,11377,48-09 63 STREET,9,C,17000,0,40.7381591,-73.9022452
QN,11692, BAYFIELD AVENUE,11,C,92000,0,40.5988803,-73.7938647
QN,11692, BARBADOES DRIVE,11,C,4000,0,40.5973798,-73.8037791
BK,11211, OLIVE STREET,9,C,2050,0,40.7132621,-73.9390497
BK,11211, OLIVE STREET,9,C,1890,0,40.7133444,-73.9390568
BK,11211, ORIENT AVENUE,9,C,6400,0,40.7148081,-73.9403360
BK,11211, POWERS STREET,9,C,2500,0,40.7127464,-73.9396742
QN,11378, BROWN PLACE,9,C,66500,400,40.7246763,-73.8953705
SI,10312, LIPSETT AVENUE,11,C,4400,0,40.5294727,-74.1707364
MN,10033,WEST 180 STREET,9,X,26975,0,40.8507168,-73.9411322
BK,11221,953 GATES AVENUE,9,C,2500,0,40.6890851,-73.9276448
MN,10030,WEST 134 STREET,9,C,2998,0,40.8139304,-73.9431156
SI,10312, LYNCH STREET,11,C,4200,0,40.5261580,-74.1754833
BK,11212,167 LIVONIA AVENUE,9,C,360000,15275,40.6626952,-73.9133386
SI,10312, LIPSETT AVENUE,11,C,2060,0,40.5251168,-74.1687469
BK,11222,110 RUSSELL STREET,9,C,397325,16000,40.7244382,-73.9433543
SI,10312, EDITH AVENUE,11,C,6000,0,40.5213419,-74.1886314
SI,10312, MAXWELL AVENUE,11,C,57420,0,40.5219890,-74.1890397
BK,11224, WEST STREET,9,C,28933,0,40.5826119,-73.9709543
SI,10304, STEUBEN STREET,9,C,15000,0,40.6110976,-74.0879595
QN,11378,54 AVENUE,9,C,200,0,40.7322010,-73.9251155
BX,10461, COMMERCE AVENUE,9,C,5048,0,40.8388490,-73.8422064
BK,11212,184 CHRISTOPHER AVENUE,9,C,30000,0,40.6685247,-73.9058295
BK,11212, SUTTER AVENUE,9,C,5000,0,40.6680333,-73.9058266
BK,11212,114 BELMONT AVENUE,9,C,2500,0,40.6688405,-73.9060742
BK,11212,130 POWELL STREET,9,C,44217,0,40.6712714,-73.9048307
BX,10473,202 CASTLE HILL AVENUE,9,C,11227,0,40.8117638,-73.8459770
BX,10473, CASTLE HILL AVENUE,9,C,10825,0,40.8117000,-73.8455364
SI,10314, TRAVIS AVENUE,7,C,2687652,8600,40.5922629,-74.1689166
BK,11249,513 KENT AVENUE,9,C,66954,0,40.7064310,-73.9677119
BK,11225,990 WASHINGTON AVENUE,8,C,118906,19043,40.6692875,-73.9633068
BK,11238,48 LEFFERTS PLACE,9,C,2530,0,40.6812542,-73.9619158
BK,11238,323 CUMBERLAND STREET,9,C,6000,0,40.6857915,-73.9720920
MN,10027,112 WEST 123 STREET,9,C,2018,0,40.8066314,-73.9474132
BK,11212,203 HERZL STREET,9,C,2500,0,40.6651688,-73.9141572
BX,10452,1363 EXTERIOR STREET,11,C,190000,0,40.8443309,-73.9284807
BK,11211,295 RODNEY STREET,9,C,16350,104,40.7090732,-73.9563235
MN,10019,601 WEST 52 STREET,9,C,253919,600,40.7681896,-73.9942924
BK,11238, FULTON STREET,9,C,1875,0,40.6855225,-73.9718325
BK,11233, TRUXTON STREET,9,C,49099,0,40.6782831,-73.9067423
BK,11221, MALCOLM X BOULEVARD,9,C,1700,0,40.6894434,-73.9300747
BK,11233, FULTON STREET,9,C,893,0,40.6785040,-73.9119732
BK,11233, FULTON STREET,9,C,940,0,40.6785014,-73.9120562
BX,10455,625 WALES AVENUE,9,C,6825,0,40.8149250,-73.9068290
QN,11102,8-00 ASTORIA BOULEVARD,9,C,12712,0,40.7723748,-73.9323561
BX,10459,954 HOE AVENUE,11,C,5000,0,40.8225736,-73.8900932
BK,11206,42 VERNON AVENUE,9,C,1800,0,40.6942491,-73.9504011
BX,10460,2082 DALY AVENUE,9,C,3649,0,40.8439906,-73.8817848
MN,10037,34 WEST 131 STREET,9,C,3331,0,40.8106961,-73.9412471
MN,10009,709 EAST 9 STREET,9,C,3782,0,40.7252184,-73.9772708
SI,10312, EADIE AVENUE,11,C,4000,0,40.5312854,-74.1807129
MN,10013,68 VARICK STREET,9,P,9648,0,40.7220256,-74.0061113
SI,10303,2777 GOETHALS ROAD NORTH,7,X,150000,15000,40.6283742,-74.1810731
SI,10314, WASHINGTON AVENUE,11,X,27176,0,40.6304533,-74.1871565
SI,10303, WESTERN AVENUE,11,X,8760,0,40.6303798,-74.1867456
QN,11354,26-02 129 STREET,7,C,102500,25720,40.7734521,-73.8394658
BK,11221,94 CEDAR STREET,10,C,1130,0,40.6977192,-73.9262037
BK,11221,90 CEDAR STREET,10,C,1175,0,40.6976452,-73.9263120
BK,11221,1303 DEKALB AVENUE,10,C,1125,0,40.6975709,-73.9261065
BK,11221,1307 DEKALB AVENUE,10,C,1040,0,40.6976560,-73.9260126
BK,11221,96 CEDAR STREET,10,C,1040,0,40.6977576,-73.9261496
BK,11221,1305 DEKALB AVENUE,10,C,1075,0,40.6976148,-73.9260596
BX,10459,1086 SIMPSON STREET,8,C,10000,22962,40.8256199,-73.8926536
BX,10459, LAFAYETTE AVENUE,11,C,5820,0,40.8161339,-73.8954218
BX,10452,1264 RIVER AVENUE,8,C,45000,46139,40.8373152,-73.9197498
SI,10314,970 RICHMOND AVENUE,8,C,177724,48797,40.6236090,-74.1508078
QN,11418,87-30 118 STREET,8,C,9200,18225,40.6987285,-73.8315674
BX,10463,3450 KINGSBRIDGE AVENUE,8,C,29000,47097,40.8833688,-73.9023066
MN,10019,306 WEST 54 STREET,8,C,17100,30000,40.7648155,-73.9851883
BK,11238,20 GREENE AVENUE,9,C,1500,0,40.6858134,-73.9719153
BX,10455,720 EAST 156 STREET,9,C,43050,600,40.8179333,-73.9069331
BX,10465, SHORE DRIVE,9,C,6450,0,40.8222279,-73.8133809
BK,11208,585 ELTON STREET,9,C,2115,0,40.6686343,-73.8818361
BK,11207, BRADFORD STREET,9,C,2725,0,40.6660411,-73.8907837
BK,11237,504 KNICKERBOCKER AVENUE,9,C,2500,0,40.6976772,-73.9168814
BK,11233,45 THOMAS S BOYLAND ST,9,C,1520,0,40.6838197,-73.9143856
BK,11233,2039 FULTON STREET,9,C,1245,0,40.6785121,-73.9116848
BK,11206,659 WILLOUGHBY AVENUE,9,C,5400,0,40.6948303,-73.9430982
BK,11238, FULTON STREET,9,C,3692,0,40.6857642,-73.9726148
MN,10025,18 WEST 104 STREET,9,C,2018,0,40.7969840,-73.9621565
QN,11417,139-03 REDDING STREET,9,C,9044,0,40.6706701,-73.8442517
MN,10033, RIVERSIDE DRIVE,9,C,90000,0,40.8465898,-73.9433479
MN,10023,60 LINCOLN CENTER PLAZA,9,C,106440,58219,40.7722125,-73.9849953
QN,11415,124 STREET,9,C,489,0,40.7044050,-73.8262440
BX,10463,751 WEST 232 STREET,9,C,439375,1849,40.8859109,-73.9170005
QN,11368,103-02 41 AVENUE,9,C,134000,1350,40.7485644,-73.8619237
QN,11102, MAIN AVENUE,9,C,427,0,40.7722154,-73.9319158
QN,11432,58-02 VERMONT AVENUE,7,C,2654546,1254,40.6872546,-73.8898728
QN,11373, BROADWAY,9,C,922,0,40.7455389,-73.8891376
SI,10312, EADIE AVENUE,11,C,4000,0,40.5315761,-74.1809152
QN,11354,135-10 40 ROAD,9,C,24000,0,40.7582700,-73.8311353
MN,10025,14 WEST 104 STREET,9,C,2725,0,40.7969236,-73.9620193
QN,11355,136-50 MAPLE AVENUE,9,C,42750,400,40.7558745,-73.8260917
MN,10037,WEST 138 STREET,9,C,2431,0,40.8154288,-73.9374604
MN,10037,5 AVENUE,9,C,41890,0,40.8121926,-73.9371889
QN,11422,241 STREET,9,C,25594,0,40.6485771,-73.7456020
QN,11101, QUEENS PLAZA,7,C,20000,888,40.7543722,-73.9486852
BK,11238, FULTON STREET,9,C,2081,0,40.6857611,-73.9710969
BK,11238,404 CUMBERLAND STREET,9,C,10500,0,40.6836726,-73.9722479
BK,11215,640 UNION STREET,9,C,1520,0,40.6768593,-73.9823021
SI,10312, ARTHUR KILL ROAD,9,C,421868,0,40.5611116,-74.1967838
BK,11201,172 CADMAN PLAZA EAST,9,C,455000,12974,40.6984644,-73.9905513
BK,11214,1939 BATH AVENUE,9,C,15953,500,40.6022793,-74.0023624
BK,11221, VAN BUREN STREET,9,C,2000,0,40.6902468,-73.9436502
BK,11221,49 VAN BUREN STREET,9,C,2000,0,40.6902550,-73.9435781
BK,11221,51 VAN BUREN STREET,9,C,2000,0,40.6902632,-73.9435096
BK,11206,112 HART STREET,9,C,2217,0,40.6931278,-73.9471276
BK,11206,108 HART STREET,9,C,2500,0,40.6931059,-73.9473116
BK,11206,104 HART STREET,9,C,2500,0,40.6930840,-73.9474919
BK,11216,654A LAFAYETTE AVENUE,9,C,1900,0,40.6899309,-73.9488322
BK,11216, CLIFTON PLACE,9,C,2500,0,40.6896728,-73.9485980
BK,11238, GREENE AVENUE,9,C,1093,0,40.6878600,-73.9592509
SI,10312, LIPSETT AVENUE,11,C,4400,0,40.5282414,-74.1699347
SI,10312,498 LIPSETT AVENUE,11,C,1825,0,40.5240960,-74.1685501
BK,11201,233 GOLD STREET,9,C,58644,407,40.6978513,-73.9823758
BK,11201,180 SANDS STREET,9,C,267600,105931,40.6991581,-73.9842292
BK,11201,128 PROSPECT STREET,9,C,81692,0,40.7002863,-73.9852207
QN,11423,202-02 JAMAICA AVENUE,9,C,293454,760,40.7129629,-73.7577000
MN,10031, ALEX HAMILTON SQUARE,9,C,28,0,40.8240857,-73.9486676
MN,10031,675 RIVERSIDE DRIVE,9,C,515000,0,40.8257539,-73.9539128
MN,10031,66 HAMILTON PLACE,9,C,35200,0,40.8230768,-73.9512879
BX,10460, CLAREMONT PARKWAY,9,C,219500,500,40.8354386,-73.8966346
BX,10457,1700 FULTON AVENUE,9,C,1514000,28400,40.8401352,-73.8971044
BX,10460,1768 BRYANT AVENUE,9,C,5000,0,40.8366788,-73.8846672
BX,10460,995 EAST 174 STREET,9,C,8000,0,40.8364590,-73.8843929
BX,10460, LONGFELLOW AVENUE,9,C,40100,0,40.8352849,-73.8850852
BX,10460, SOUTHERN BOULEVARD,9,C,8130,0,40.8364871,-73.8878730
SI,10312, POILLON AVENUE,11,C,12720,0,40.5278632,-74.1750201
SI,10312, LIPSETT AVENUE,11,C,4120,0,40.5247051,-74.1687243
SI,10312, LIPSETT AVENUE,11,C,2060,0,40.5247875,-74.1687281
SI,10312,478 LIPSETT AVENUE,11,C,2060,0,40.5248424,-74.1687319
SI,10312, LIPSETT AVENUE,11,C,2060,0,40.5249521,-74.1687393
SI,10312,222 POILLON AVENUE,9,C,703000,5000,40.5297917,-74.1775721
SI,10312,4746 AMBOY ROAD,1,C,11433,1232,40.5396846,-74.1699458
BX,10452,1340 NELSON AVENUE,9,C,9374,0,40.8404436,-73.9230023
BX,10459,1490 SHERIDAN EXPRESSWAY,9,C,312000,1150,40.8336189,-73.8823959
BK,11206,106 WALTON STREET,9,C,2500,0,40.7026882,-73.9480902
BK,11206,108 WALTON STREET,9,C,2500,0,40.7027321,-73.9480253
BK,11206,38 BARTLETT STREET,9,C,40000,407,40.7009114,-73.9460467
BX,10454,850 EAST 138 STREET,6,C,57785,74080,40.8027706,-73.9092949
QN,11368,97 STREET,9,C,2500,0,40.7561454,-73.8714371
BX,10473, PUGSLEY AVENUE,11,C,77946,0,40.8139891,-73.8518171
BX,10473, STEPHENS AVENUE,11,C,26186,0,40.8110349,-73.8532181
BX,10473, OLMSTEAD AVENUE,11,C,5479,0,40.8135410,-73.8512220
BX,10473, CORNELL AVENUE,9,C,21886,0,40.8089253,-73.8498163
BX,10473, LACOMBE AVENUE,9,C,2830188,540,40.8118175,-73.8513632
BX,10473, OLMSTEAD AVENUE,11,C,55800,0,40.8134569,-73.8519592
BX,10473,234 HUSSON AVENUE,11,C,7150,0,40.8112189,-73.8511586
BX,10473,1946 LACOMBE AVENUE,11,C,5264,0,40.8156040,-73.8547362
BX,10473, CASTLE HILL AVENUE,9,C,192250,0,40.8110288,-73.8464447
BK,11208,935 GLENMORE AVENUE,9,C,1500,0,40.6763925,-73.8754267
BX,10473,2058 LACOMBE AVENUE,11,C,50000,0,40.8157212,-73.8519505
BX,10473,1979 CORNELL AVENUE,9,C,11410,0,40.8074124,-73.8494260
BK,11238, GREENE AVENUE,9,C,2398,0,40.6877529,-73.9590418
SI,10306,2340 HYLAN BOULEVARD,8,C,98600,53200,40.5738030,-74.1054550
BX,10459,1106 SOUTHERN BOULEVARD,11,C,4000,0,40.8263764,-73.8915503
BX,10459,1094 SOUTHERN BOULEVARD,11,C,3500,0,40.8260690,-73.8915545
QN,11365,71-05 PARSONS BOULEVARD,8,C,43200,8100,40.7299311,-73.8104281
QN,11432,168-02 91 AVENUE,8,C,10000,27250,40.7070420,-73.7926069
QN,11372,92-01 NORTHERN BOULEVARD,8,C,20000,32400,40.7568527,-73.8756553
QN,11372,91-01 NORTHERN BOULEVARD,10,C,20000,0,40.7567631,-73.8765867
QN,11101,38-13 NORTHERN BOULEVARD,8,C,2641,5400,40.7525724,-73.9249663
QN,11417,103-53 101 STREET,8,C,12000,18688,40.6821781,-73.8396891
BK,11221,98 CEDAR STREET,11,C,975,0,40.6977960,-73.9260954
BX,10473,900 FTELEY AVENUE,8,C,34000,29179,40.8231507,-73.8697287
MN,10033,4301 BROADWAY,8,C,31100,26697,40.8515152,-73.9354710
MN,10032,2179 AMSTERDAM AVENUE,8,C,54289,52207,40.8402457,-73.9359409
MN,10029,1836 3 AVENUE,8,C,28744,46000,40.7890431,-73.9472429
MN,10035,1683 PARK AVENUE,10,C,2265,0,40.8006178,-73.9418086
BK,11207,232 LIBERTY AVENUE,10,C,5000,0,40.6734505,-73.9013775
BK,11238,1030 FULTON STREET,9,C,40129,900,40.6815662,-73.9591754
BK,11216,1097 DEAN STREET,9,C,3500,0,40.6774387,-73.9536980
BK,11238,881 FULTON STREET,9,C,846,0,40.6840229,-73.9683069
BK,11233,1969 FULTON STREET,9,C,1550,0,40.6787596,-73.9160181
BK,11233,235 HULL STREET,9,C,2200,0,40.6801666,-73.9074463
BK,11233,221 HULL STREET,9,C,2483,0,40.6801175,-73.9078574
BK,11235,5141 SURF AVENUE,9,C,8500000,2100,40.5720088,-73.9709985
BK,11207, GRANITE STREET,9,C,2500,0,40.6824448,-73.9075477
BK,11211,111 MARCY AVENUE,9,C,6474,100,40.7100066,-73.9567197
BK,11211,153 MARCY AVENUE,9,C,4370,400,40.7088184,-73.9574274
BK,11211,203 SOUTH 2 STREET,9,C,5000,0,40.7125630,-73.9595099
BK,11206,242 SCHOLES STREET,9,C,28018,758,40.7088758,-73.9386497
BK,11237,253 GROVE STREET,9,C,2500,0,40.6974275,-73.9169646
BK,11237,208 MENAHAN STREET,9,C,2500,0,40.6976445,-73.9171988
BK,11206,18 CENTRAL AVENUE,9,C,2100,0,40.7023346,-73.9330835
BK,11229,2401 AVENUE V,9,C,22451,560,40.5979933,-73.9467313
BK,11249,16 NORTH 11 STREET,6,C,147343,97300,40.7237707,-73.9620682
BK,11249,26 NORTH 12 STREET,9,C,319935,0,40.7243628,-73.9597986
BK,11249,41 NORTH 11 STREET,9,C,80000,0,40.7232017,-73.9596803
BK,11249,437 BERRY STREET,9,C,21801,0,40.7085576,-73.9655431
BK,11207, GLENMORE AVENUE,9,C,1441,0,40.6746648,-73.8848320
BK,11207, GLENMORE AVENUE,9,C,1890,0,40.6741114,-73.8886471
BK,11207,69 MALTA STREET,11,C,2000,0,40.6591309,-73.8950336
BK,11212,518 ROCKAWAY AVENUE,9,C,2500,0,40.6673920,-73.9104631
BK,11212,334 SUTTER AVENUE,9,C,108000,400,40.6671972,-73.9070606
BK,11212,181 LEGION STREET,9,C,10000,0,40.6643199,-73.9168797
BK,11207, GLENMORE AVENUE,9,C,2500,0,40.6742828,-73.8871255
BX,10452,1000 RIVER AVENUE,10,C,75020,0,40.8311805,-73.9234431
MN,10034,3725 10 AVENUE,9,C,433650,200,40.8585326,-73.9210509
QN,11377,68 STREET,9,C,1469,0,40.7408389,-73.8970015
QN,11413, SPRINGFIELD BLVD,9,C,130000,0,40.6602963,-73.7618092
BK,11208,143 FOUNTAIN AVENUE,9,C,2000,0,40.6767136,-73.8754297
BK,11208,933 GLENMORE AVENUE,9,C,1500,0,40.6763816,-73.8754989
BK,11208,83 MONTAUK AVENUE,9,C,1875,0,40.6775019,-73.8784891
BK,11207, JEROME STREET,9,C,1596,0,40.6706420,-73.8858267
BK,11207,788 BLAKE AVENUE,9,C,1368,0,40.6684332,-73.8894388
BK,11207, VAN SICLEN AVENUE,9,C,2500,0,40.6735508,-73.8908219
MN,10029,437 EAST 114 STREET,9,C,5046,0,40.7941665,-73.9344973
SI,10301,1190 CLOVE ROAD,9,C,77048,966,40.6166173,-74.1044961
BX,10455,578 WESTCHESTER AVENUE,9,C,3309,0,40.8157248,-73.9116436
BK,11215,124 11 STREET,9,C,25084,560,40.6707396,-73.9938213
MN,10014,410 HUDSON STREET,9,C,71256,5000,40.7297988,-74.0061554
BK,11201,172 TILLARY STREET,8,C,38250,50000,40.6954607,-73.9828236
MN,10013,19 ELIZABETH STREET,8,C,4800,13414,40.7161877,-73.9974893
QN,11101, PEARSON STREET,11,C,2800,0,40.7433848,-73.9424505
BX,10465,2877 BARKLEY AVENUE,8,C,10000,26300,40.8308817,-73.8272832
BK,11226, SNYDER AVENUE,10,C,2831,0,40.6486174,-73.9508711
BK,11237,480 KNICKERBOCKER AVENUE,8,C,49500,31729,40.6978921,-73.9180351
MN,10035,106 EAST 119 STREET,10,C,1406,0,40.8008976,-73.9414616
MN,10035,104 EAST 119 STREET,10,C,561,0,40.8009799,-73.9415085
BX,10459,933 EAST 167 STREET,10,C,12223,0,40.8268806,-73.8935983
BX,10457,2119 VALENTINE AVENUE,10,C,13375,0,40.8535209,-73.8999032
MN,10030,WEST 135 STREET,10,C,2498,0,40.8161930,-73.9450718
BK,11220,319 65 STREET,8,C,23500,39050,40.6389942,-74.0224621
BK,11238, GREENE AVENUE,9,C,2368,0,40.6877446,-73.9591140
BK,11238, GREENE AVENUE,9,C,1860,0,40.6876980,-73.9591789
BK,11218,384 DAHILL ROAD,9,C,50550,405,40.6382042,-73.9801973
BK,11238,162 LEFFERTS PLACE,9,C,2975,0,40.6803689,-73.9576295
BK,11205,230A SPENCER STREET,11,C,1758,0,40.6914485,-73.9548206
BK,11205,1001 BEDFORD AVENUE,9,C,4000,0,40.6897907,-73.9548686
BK,11216,700 MARCY AVENUE,9,C,14000,0,40.6899197,-73.9484175
BK,11216,375 CLIFTON PLACE,9,C,6000,0,40.6896425,-73.9483600
BK,11216, LAFAYETTE AVENUE,9,C,5000,0,40.6899473,-73.9486987
BK,11206,46 VERNON AVENUE,9,C,1800,0,40.6942627,-73.9502713
BK,11206,44 VERNON AVENUE,9,C,1800,0,40.6942545,-73.9503362
BK,11216,658 DEKALB AVENUE,9,C,112067,13400,40.6912047,-73.9494406
BK,11206,604 MARCY AVENUE,9,C,2500,0,40.6937463,-73.9491899
BK,11206,606 MARCY AVENUE,9,C,2000,0,40.6936859,-73.9491791
BK,11216, TOMPKINS AVENUE,9,C,344375,11925,40.6896719,-73.9466220
BK,11204,7002 16 AVENUE,9,C,39878,0,40.6191186,-73.9985123
SI,10306,300 SUMMIT AVENUE,9,C,431240,1440,40.5799587,-74.1230002
SI,10304, COVERLY AVENUE,11,C,110665,0,40.6035905,-74.1014399
SI,10314,215 SCHMIDTS LANE,9,C,189239,10800,40.6095016,-74.1197556
SI,10302,2175 RICHMOND TERRACE,9,C,159564,5880,40.6415984,-74.1353434
BK,11221,1260 MADISON STREET,9,C,1800,0,40.6947841,-73.9130011
BK,11221,1258 MADISON STREET,9,C,1800,0,40.6947457,-73.9130372
SI,10306,132 ALTAMONT STREET,9,C,2626668,15600,40.5834579,-74.1233919
BK,11221,1262 MADISON STREET,9,C,1800,0,40.6948225,-73.9129650
BK,11221,1264 MADISON STREET,9,C,1800,0,40.6948581,-73.9129253
BK,11217,473 PACIFIC STREET,9,C,6750,0,40.6853022,-73.9821268
BK,11217,358 SCHERMERHORN STREET,9,C,22861,945,40.6867897,-73.9810086
BK,11209, BOBBY BELLO FIELD,9,C,9445000,43068,40.6396434,-74.0380677
BK,11220, COLONIAL ROAD,9,C,927500,648,40.6401804,-74.0322236
BK,11201,100 WASHINGTON PARK,9,C,1305000,1825,40.6915234,-73.9755189
BK,11201, UNIVERSITY PLAZA,9,C,895,0,40.6912473,-73.9817105
BK,11201, FLATBUSH AVENUE EXT,9,C,4832,0,40.6914312,-73.9817248
BK,11201,325 FLATBUSH AVENUE EXT,9,C,2583,0,40.6913022,-73.9818475
SI,10306,3961 ARTHUR KILL ROAD,9,C,58000,2000,40.5719587,-74.1476460
SI,10306,74 CEDARVIEW AVENUE,8,C,75240,1600,40.5708919,-74.1468913
BK,11231,104 FERRIS STREET,9,C,198435,5200,40.6783248,-74.0187943
BK,11231,558 CLINTON STREET,9,C,10919,0,40.6769265,-74.0010816
BK,11232,4601 3 AVENUE,9,C,10017,200,40.6494369,-74.0122130
BK,11220,8 AVENUE,9,C,72000,0,40.6326799,-74.0134961
BK,11232,150 34 STREET,9,C,49600,560,40.6560085,-74.0049412
BK,11232,320 40 STREET,9,C,53750,484,40.6525828,-74.0084259
BK,11231,181 UNION STREET,8,C,15450,14984,40.6838708,-74.0003245
SI,10307,116 MAIN STREET,8,C,11725,6360,40.5117961,-74.2500331
BK,11221,1295 DEKALB AVENUE,11,C,1353,0,40.6973872,-73.9263086
BK,11221,84 CEDAR STREET,10,C,1380,0,40.6975355,-73.9264744
QN,11377,53-01 58 STREET,10,C,88992,75400,40.7337079,-73.9098977
QN,11354,127-10 28 AVENUE,8,C,1009176,250577,40.7718060,-73.8419753
QN,11361,228-06 NORTHERN BOULEVARD,9,C,726494,9940,40.7622611,-73.7523116
BX,10456,813 EAGLE AVENUE,9,C,2674,0,40.8207019,-73.9093175
BK,11231,39 PRESIDENT STREET,9,C,3375,0,40.6844087,-74.0050370
BK,11231,35 PRESIDENT STREET,9,C,1500,0,40.6844279,-74.0051488
BK,11231,281 COLUMBIA STREET,9,C,3360,0,40.6824846,-74.0036488
BK,11231, HAMILTON AVENUE,9,C,1200,0,40.6832696,-74.0056319
BK,11231,100 RAPELYE STREET,9,C,61552,61552,40.6799677,-74.0027473
QN,11365, KISSENA BOULEVARD,9,C,1045440,1440,40.7441350,-73.8119431
BX,10464, TIER STREET,11,C,73856,0,40.8471408,-73.7920075
BK,11207, GLENMORE AVENUE,9,C,1453,0,40.6746839,-73.8846914
SI,10305,640 FATHER CAPODANNO BL,9,C,10696630,15110,40.5826961,-74.0695075
BK,11207, GLENMORE AVENUE,9,C,2500,0,40.6727171,-73.9006468
SI,10312, PHILIP AVENUE,11,C,4000,0,40.5338770,-74.1804249
SI,10312, DEISIUS STREET,11,C,4120,0,40.5323860,-74.1824858
SI,10312, BILLIOU STREET,11,C,3500,0,40.5346269,-74.1818300
BX,10468,101 WEST FORDHAM ROAD,9,C,235200,1404,40.8633193,-73.9062116
QN,11102, MAIN AVENUE,9,C,770,0,40.7722509,-73.9316919
QN,11102,822 MAIN AVENUE,9,C,1249,0,40.7722619,-73.9317749
BK,11249,303 BERRY STREET,9,C,2484,0,40.7133274,-73.9635964
QN,11378,64 STREET,9,C,8320,0,40.7254064,-73.9015532
QN,11692, BAYFIELD AVENUE,11,C,16350,0,40.5989106,-73.8017364
QN,11692, BAYFIELD AVENUE,11,C,24062,0,40.5985011,-73.8029872
QN,11692, BARBADOES DRIVE,11,C,10700,0,40.5977479,-73.8039400
QN,11105, SHORE BOULEVARD,9,C,263800,0,40.7846531,-73.9172386
MN,10039,7 AVENUE,9,C,12906,0,40.8267658,-73.9349313
MN,10039,2619 ADAM C POWELL BLVD,9,C,100456,625,40.8246719,-73.9354464
SI,10305, TOMPKINS AVENUE,9,C,97141,0,40.6145301,-74.0741870
QN,11369,22 DRIVE,9,C,5825,0,40.7703752,-73.8723266
BX,10455,941 AVENUE ST JOHN,9,C,2687,0,40.8152671,-73.9022476
MN,10040, FT WASHINGTON AVENUE,9,C,3270,0,40.8581592,-73.9338377
MN,10040,727 FT WASHINGTON AVENUE,9,C,48300,0,40.8589612,-73.9348636
BK,11207,57 VERMONT STREET,9,C,25750,0,40.6786162,-73.8951147
BK,11228,9001 7 AVENUE,9,C,10490000,16570,40.6100427,-74.0194486
BX,10475, ST LAWRENCE AVENUE,11,C,10236,0,40.8587490,-73.8274350
BK,11212,205 HERZL STREET,9,C,2500,0,40.6650974,-73.9141392
BK,11235, EMMONS AVENUE,9,C,10655,0,40.5843651,-73.9523837
BX,10473,2008 GILDERSLEEVE AVENUE,9,C,11713,0,40.8097551,-73.8505477
BX,10473,238 PUGSLEY AVENUE,11,C,8400,0,40.8110774,-73.8521668
BX,10473, PUGSLEY AVENUE,11,C,178000,0,40.8037732,-73.8517748
BX,10474,634 BARRETTO STREET,9,C,5000,0,40.8128476,-73.8886318
BK,11201, ADAMS STREET,9,C,35638,161373,40.7012720,-73.9881670
BK,11221,1301 DEKALB AVENUE,10,C,1175,0,40.6975298,-73.9261534
BK,11221,1299 DEKALB AVENUE,10,C,1600,0,40.6974804,-73.9262076
BK,11221,1291 DEKALB AVENUE,11,C,1816,0,40.6973405,-73.9263628
BK,11221,1309 DEKALB AVENUE,11,C,975,0,40.6976998,-73.9259657
BK,11221,88 CEDAR STREET,10,C,1240,0,40.6976068,-73.9263625
BK,11221,86 CEDAR STREET,10,C,1300,0,40.6975711,-73.9264166
BK,11221,189 CENTRAL AVENUE,10,C,2500,0,40.6984487,-73.9252905
BK,11221,185 CENTRAL AVENUE,10,C,2500,0,40.6985312,-73.9254346
BK,11221,191 CENTRAL AVENUE,10,C,2500,0,40.6984048,-73.9252148
BK,11221,187 CENTRAL AVENUE,10,C,2500,0,40.6984900,-73.9253626
BK,11207, HINSDALE STREET,10,C,5000,0,40.6732501,-73.9013238
BK,11207, HINSDALE STREET,10,C,2500,0,40.6731458,-73.9012951
BK,11207,242 LIBERTY AVENUE,10,C,2500,0,40.6734724,-73.9012405
BK,11215,636 UNION STREET,9,C,3673,0,40.6769142,-73.9824427
BK,11215,634 UNION STREET,9,C,3665,0,40.6769609,-73.9825652
BK,11228, GOWANUS EXPRESSWAY,9,C,117541,900,40.6255675,-74.0176843
BK,11220,6 AVENUE,9,C,133000,440,40.6351467,-74.0188146
BK,11215,6 AVENUE,9,C,32000,0,40.6615332,-73.9884083
BK,11209,8302 FT HAMILTON PARKWAY,9,C,1405,0,40.6219161,-74.0225968
BK,11209, FT HAMILTON PARKWAY,9,C,100,0,40.6230143,-74.0214408
